epoch,classification_accuracy,learning_rate,loss,val_classification_accuracy,val_loss
0,0.585781991481781,0.0010000000474974513,0.6879002451896667,0.7127468585968018,0.549073338508606
1,0.7352290749549866,0.0010000000474974513,0.48612239956855774,0.7127468585968018,0.6413382887840271
2,0.7390205264091492,0.0010000000474974513,0.4559375047683716,0.7127468585968018,0.916314423084259
3,0.7437598705291748,0.0010000000474974513,0.44152840971946716,0.7127468585968018,1.0282466411590576
4,0.7431279420852661,0.0010000000474974513,0.4420907199382782,0.6983842253684998,0.5765244364738464
5,0.7586097717285156,0.0005000000237487257,0.41944241523742676,0.29084381461143494,1.167293667793274
6,0.75639808177948,0.0005000000237487257,0.41658928990364075,0.5709156394004822,0.744974672794342
7,0.7668246626853943,0.0005000000237487257,0.40545427799224854,0.4847396910190582,0.6595739722251892
8,0.7696682214736938,0.0005000000237487257,0.40289944410324097,0.7019748687744141,1.6836670637130737
